datasetSpeciesName,acceptedName,namingAuthority
Viola langsdorffii,Viola langsdorffii Fisch. ex Ging.,Panarctic Flora Project Checklist
Viola renifolia,Viola renifolia A. Gray,Panarctic Flora Project Checklist
Viola selkirkii,Viola selkirkii Pursh ex Goldie,Panarctic Flora Project Checklist
Wilhelmsia physodes,Wilhelmsia physodes (Fisch. ex Ser.) McNeill,Panarctic Flora Project Checklist
Woodsia alpina,Woodsia alpina (Bolton) Gray,Panarctic Flora Project Checklist
Woodsia glabella,Woodsia glabella R. Br. ex Richardson,Panarctic Flora Project Checklist
Woodsia ilvensis,Woodsia ilvensis (L.) R. Br.,Panarctic Flora Project Checklist
Woodsia species,Woodsia R. Br.,Panarctic Flora Project Checklist
Alopecurus magellanicus Lam.,Alopecurus magellanicus agg. (PAFC),Panarctic Flora Project Checklist
Cardamine pratensis L. var. pratensis,Cardamine pratensis agg. (PAFC),Panarctic Flora Project Checklist
Carex riishirensis,Carex riishirensis Franch.,Panarctic Flora Project Checklist
Cerastium nigrescens v. laxum,Cerastium nigrescens var. laxum (Lindblad) Brysting & Elven,Panarctic Flora Project Checklist
Festuca hyperborea,Festuca hyperborea Holmen ex Fred.,Panarctic Flora Project Checklist
Huperzia appressa,Huperzia appressa (Bach. Pyl. ex Desv.) Á. Löve & D. Löve,Panarctic Flora Project Checklist
Juniperus communis s. nana,Juniperus communis ssp. nana (Willd.) Syme,Panarctic Flora Project Checklist
Lagotis glauca s. minor,Lagotis glauca ssp. minor (Willd.) Hultén,Panarctic Flora Project Checklist
Lagotis glauca subsp. minor,Lagotis glauca ssp. minor (Willd.) Hultén,Panarctic Flora Project Checklist
Leymus arenarius,Leymus arenarius (L.) Hochst.,Panarctic Flora Project Checklist
Linum boreale,Linum boreale Juz.,Panarctic Flora Project Checklist
Oxytropis arctobia,Oxytropis arctobia Bunge,Panarctic Flora Project Checklist
Papaver lapponicum s. occidentale,Papaver lapponicum ssp. occidentale (C.E. Lundstr.) Knaben,Panarctic Flora Project Checklist
Papaver lapponicum subsp. occidentale,Papaver lapponicum ssp. occidentale (C.E. Lundstr.) Knaben,Panarctic Flora Project Checklist
Papaver radicatum [s. radicatum,Papaver radicatum ssp. radicatum Rottb.,Panarctic Flora Project Checklist
Papaver radicatum s. radicatum,Papaver radicatum ssp. radicatum Rottb.,Panarctic Flora Project Checklist
Pedicularis sp.,Pedicularis L.,Panarctic Flora Project Checklist
Pedicularis sudetica Willd.,Pedicularis sudetica agg. (PAFC),Panarctic Flora Project Checklist
Pedicularis arctoeuropaea,Pedicularis arctoeuropaea (Hultén) Molau & D.F. Murray,Panarctic Flora Project Checklist
Pedicularis sudetica s.l.,Pedicularis sudetica agg. (PAFC),Panarctic Flora Project Checklist
Potentilla uniflora,Potentilla uniflora Ledeb.,Panarctic Flora Project Checklist
Solidago virgaurea,Solidago virgaurea L.,Panarctic Flora Project Checklist
Stellaria calycantha s.l.,Stellaria calycantha agg. (PAFC),Panarctic Flora Project Checklist
"Taraxacum croceum aggregate, Subsection Crocea",Taraxacum croceum agg. (PAFC),Panarctic Flora Project Checklist
Taraxacum phymatocarpu aggregate,Taraxacum phymatocarpum agg. (PAFC),Panarctic Flora Project Checklist
"Taraxacum phymatocarpu aggregate, Subsection Phymatocarp",Taraxacum phymatocarpum agg. (PAFC),Panarctic Flora Project Checklist
Taraxacum phymatocarpu aggregate; Subsection Phymatocarp,Taraxacum phymatocarpum agg. (PAFC),Panarctic Flora Project Checklist
Taraxacum phymatocarpum,Taraxacum phymatocarpum agg. (PAFC),Panarctic Flora Project Checklist
Taraxacum phymatocarpum aggregate; Subsection Phymatocarp,Taraxacum phymatocarpum agg. (PAFC),Panarctic Flora Project Checklist
Cherleria dicranoides,Adenonema dicranoides (Cham. & Schltdl.) comb. nov.,Sharples and Tripp 2019
Bromopsis pumpelliana s. arctica,Bromus pumpellianus var. arcticus (Shear) A.E. Porsild,Soreng et al. 2003
Bromus pumpellianus var. pumpellianus,Bromus pumpellianus var. pumpellianus Scribn.,Soreng et al. 2003
Caloplaca torno'nsis,Caloplaca tornoënsis H. Magn.,Spribille et al. 2010
Caloplaca tornoënsis,Caloplaca tornoënsis H. Magn.,Spribille et al. 2010
Stereocaulon depressum,Stereocaulon depressum (Frey) I.M. Lamb,Spribille et al. 2010
Cladonia species,Cladonia P. Browne,Stenroos et al. 2002
Cladina sp.,Cladonia P. Browne,Stenroos et al. 2002
Cladonia sp.,Cladonia P. Browne,Stenroos et al. 2002
Cladonia,Cladonia P. Browne,Stenroos et al. 2002
Botrychium lunaria,Botrychium lunaria (L.) Sw.,Stensvold and Farrar 2016
Anastrophyllum spp,Anastrophyllum (Spruce) Steph.,Stotler & Crandall-Stotler 2017
Aneura pinguis,Aneura pinguis (L.) Dumort.,Stotler & Crandall-Stotler 2017
Anthelia julacea,Anthelia julacea (L.) Dumort.,Stotler & Crandall-Stotler 2017
Anthelia juratzkana,Anthelia juratzkana (Limpr.) Trevis.,Stotler & Crandall-Stotler 2017
Pellia endiviifolia,Apopellia endiviifolia (Dicks.) Dumort.,Stotler & Crandall-Stotler 2017
Arnellia fennica,Arnellia fennica (Gottsche & Rabenh.) Lindb.,Stotler & Crandall-Stotler 2017
Barbilophozia barbata,Barbilophozia barbata (Schmid. ex Schreb.) Loeske,Stotler & Crandall-Stotler 2017
Barbilophozia hatcheri,Barbilophozia hatcheri (A. Evans) Loeske,Stotler & Crandall-Stotler 2017
Barbilophozia species,Barbilophozia Loeske,Stotler & Crandall-Stotler 2017
Barbilophozia lycopodioides,Barbilophozia lycopodioides (Wallr.) Loeske,Stotler & Crandall-Stotler 2017
Pseudolophozia sudetica,"Barbilophozia sudetica (Nees ex Hübener) L. Söderstr., De Roo & Hedd.",Stotler & Crandall-Stotler 2017
Blepharostoma trichophyllum,Blepharostoma trichophyllum (L.) Dumort.,Stotler & Crandall-Stotler 2017
Blepharostoma trichophyllum v. brevirete,Blepharostoma trichophyllum ssp. brevirete (Bryhn & Kaal.) R.M. Schust.,Stotler & Crandall-Stotler 2017
Calypogeia integristipula,Calypogeia integristipula Steph.,Stotler & Crandall-Stotler 2017
Calypogeia muelleriana,Calypogeia muelleriana (Schiffn.) Müll. Frib.,Stotler & Crandall-Stotler 2017
Calypogeia species,Calypogeia Raddi,Stotler & Crandall-Stotler 2017
Calypogeia sphagnicola,Calypogeia sphagnicola (Arnell & J. Perss.) Warnst. & Loeske,Stotler & Crandall-Stotler 2017
Cephalozia,Cephalozia (Dumort.) Dumort.,Stotler & Crandall-Stotler 2017
Cephalozia bicuspidata,Cephalozia bicuspidata (L.) Dumort.,Stotler & Crandall-Stotler 2017
Cephaloziella species,Cephaloziella (Spruce) Schiffn.,Stotler & Crandall-Stotler 2017
Cephaloziella arctogena,Cephaloziella arctogena (R.M. Schust.) Konstant.,Stotler & Crandall-Stotler 2017
Cephaloziella divaricata,Cephaloziella divaricata (Sm.) Schiffn.,Stotler & Crandall-Stotler 2017
Cephaloziella grimsulana,Cephaloziella grimsulana (J.B. Jack ex Gottsche & Rabenh.) Lacout.,Stotler & Crandall-Stotler 2017
Cephaloziella varians,Cephaloziella varians (Gottsche) Steph.,Stotler & Crandall-Stotler 2017
Chiloscyphus polyanthos v. polyanthos,Chiloscyphus polyanthos var. polyanthos (L.) Corda,Stotler & Crandall-Stotler 2017
Conocephalum conicum s.lat.,"Conocephalum salebrosum Szweyk., Buczk. & Odrzyk.",Stotler & Crandall-Stotler 2017
Cryptocolea imbricata,Cryptocolea imbricata R.M. Schust.,Stotler & Crandall-Stotler 2017
Diplophyllum albicans,Diplophyllum albicans (L.) Dumort.,Stotler & Crandall-Stotler 2017
Diplophyllum taxifolium,Diplophyllum taxifolium (Wahlenb.) Dumort.,Stotler & Crandall-Stotler 2017
Diplophyllum imbricatum,Douinia imbricata (M. Howe) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Diplophyllum plicatum,Douinia plicata (Lindb.) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Frullania nisquallensis,Frullania nisquallensis Sull.,Stotler & Crandall-Stotler 2017
Fuscocephaloziopsis albescens,Fuscocephaloziopsis albescens (Hook.) Vána & L. Söderstr.,Stotler & Crandall-Stotler 2017
Cephalozia lunulifolia,Fuscocephaloziopsis lunulifolia (Dumort.) Vána & L. Söderstr.,Stotler & Crandall-Stotler 2017
Cephalozia pleniceps,Fuscocephaloziopsis pleniceps (Austin) Vána & L. Söderstr.,Stotler & Crandall-Stotler 2017
Gymnocolea species,Gymnocolea (Dumort.) Dumort.,Stotler & Crandall-Stotler 2017
Gymnocolea inflata,Gymnocolea inflata (Huds.) Dumort.,Stotler & Crandall-Stotler 2017
Gymnomitrion concinnatum,Gymnomitrion concinnatum (Lightf.) Corda,Stotler & Crandall-Stotler 2017
Gymnomitrion corallioides,Gymnomitrion corallioides Nees,Stotler & Crandall-Stotler 2017
Gymnomitrion species,Gymnomitrion Corda,Stotler & Crandall-Stotler 2017
Gymnomitrion pacificum,Gymnomitrion pacificum Grolle,Stotler & Crandall-Stotler 2017
Harpanthus flotovianus,Harpanthus flotovianus (Nees) Nees,Stotler & Crandall-Stotler 2017
Jungermannia species,Jungermannia L.,Stotler & Crandall-Stotler 2017
Jungermannia pumila,Jungermannia pumila With.,Stotler & Crandall-Stotler 2017
Lejeunea species,Lejeunea Lib.,Stotler & Crandall-Stotler 2017
Pseudolepicolea fryei,Lophochaete fryei (Perss.) R.M. Schust.,Stotler & Crandall-Stotler 2017
Lophocolea heterophylla,Lophocolea heterophylla (Schrad.) Dumort.,Stotler & Crandall-Stotler 2017
Lophocolia minor,Lophocolea minor Nees,Stotler & Crandall-Stotler 2017
Lophozia species,Lophozia (Dumort.) Dumort.,Stotler & Crandall-Stotler 2017
Lophozia sp.,Lophozia (Dumort.) Dumort.,Stotler & Crandall-Stotler 2017
Lophozia savicziae,Lophozia savicziae Schljakov,Stotler & Crandall-Stotler 2017
Lophozia silvicola,Lophozia silvicola H. Buch,Stotler & Crandall-Stotler 2017
Lophozia ventricosa,Lophozia ventricosa (Dicks.) Dumort.,Stotler & Crandall-Stotler 2017
Lophozia guttulata,Lophozia ventricosa var. longiflora (Nees) Macoun,Stotler & Crandall-Stotler 2017
Lophozia ventricosa v. longiflora,Lophozia ventricosa var. longiflora (Nees) Macoun,Stotler & Crandall-Stotler 2017
Lophozia wenzelii,Lophozia wenzelii (Nees) Steph.,Stotler & Crandall-Stotler 2017
Lophoziopsis excisa,Lophoziopsis excisa (Dicks.) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Lophozia polaris,Lophoziopsis polaris (R.M. Schust.) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Lophoziopsis polaris,Lophoziopsis polaris (R.M. Schust.) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Lophoziopsis propagulifera,Lophoziopsis propagulifera (Gottsche) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Marchantia species,Marchantia L.,Stotler & Crandall-Stotler 2017
Marchantia polymorpha,Marchantia polymorpha L.,Stotler & Crandall-Stotler 2017
Marchantia polymorpha s. montivagans,Marchantia polymorpha ssp. montivagans Bischl. & Boisselier,Stotler & Crandall-Stotler 2017
Marchantia polymorpha ssp. montivagans,Marchantia polymorpha ssp. montivagans Bischl. & Boisselier,Stotler & Crandall-Stotler 2017
Preissia quadrata,Marchantia quadrata Scop.,Stotler & Crandall-Stotler 2017
Bucegia romanica,Marchantia romanica (Radian) D.G. Long,Stotler & Crandall-Stotler 2017
Marsupella aquatica,Marsupella aquatica (Lindenb.) Schiffn.,Stotler & Crandall-Stotler 2017
Marsupella arctica,Marsupella arctica (Berggr.) Bryhn & Kaal.,Stotler & Crandall-Stotler 2017
Marsupella species,Marsupella Dumort.,Stotler & Crandall-Stotler 2017
Leiocolea badensis,Mesoptychia badensis (Gottsche ex Rabenh.) L. Söderstr. & Vána,Stotler & Crandall-Stotler 2017
Leiocolea bantriensis,Mesoptychia bantriensis (Hook.) L. Söderstr. & Vána,Stotler & Crandall-Stotler 2017
Leiocolea collaris,Mesoptychia collaris (Nees) L. Söderstr. & Vána,Stotler & Crandall-Stotler 2017
Leiocolea heterocolpos,Mesoptychia heterocolpos (Thed. ex Hartm.) L. Söderstr. & Vána,Stotler & Crandall-Stotler 2017
Leiocolea heterocolpos v. harpanthoides,Mesoptychia heterocolpos var. harpanthoides (Bryhn & Kaal.) L. Söderstr. & Vána,Stotler & Crandall-Stotler 2017
Leiocolea rutheana,Mesoptychia rutheana (Limpr.) L. Söderstr. & Vána,Stotler & Crandall-Stotler 2017
Mesoptychia sahlbergii,Mesoptychia sahlbergii (Lindb. & Arnell) A. Evans,Stotler & Crandall-Stotler 2017
Moerckia blyttii,Moerckia blyttii (Mørch) Brockm.,Stotler & Crandall-Stotler 2017
Mylia anomala,Mylia anomala (Hook.) Gray,Stotler & Crandall-Stotler 2017
Nardia geoscyphus,Nardia geoscyphus (De Not.) Lindb.,Stotler & Crandall-Stotler 2017
Nardia japonica,Nardia japonica Steph.,Stotler & Crandall-Stotler 2017
Nardia scalaris,Nardia scalaris Gray,Stotler & Crandall-Stotler 2017
Neoorthocaulis attenuatus,"Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.",Stotler & Crandall-Stotler 2017
Orthocaulis attennuates,"Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.",Stotler & Crandall-Stotler 2017
Orthocaulis attenuata,"Neoorthocaulis attenuatus (Mart.) L. Söderstr., De Roo & Hedd.",Stotler & Crandall-Stotler 2017
Orthocaulis binsteadii,"Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.",Stotler & Crandall-Stotler 2017
Orthocaulis binsteadi,"Neoorthocaulis binsteadii (Kaal.) L. Söderstr., De Roo & Hedd.",Stotler & Crandall-Stotler 2017
Orthocaulis floerkei,"Neoorthocaulis floerkei (F. Weber & D. Mohr) L. Söderstr., De Roo & Hedd.",Stotler & Crandall-Stotler 2017
Orthocaulis hyperboreus,"Neoorthocaulis hyperboreus (R.M. Schust.) L. Söderstr., De Roo & Hedd.",Stotler & Crandall-Stotler 2017
Odontoschisma elongatum,Odontoschisma elongatum (Lindb.) A. Evans,Stotler & Crandall-Stotler 2017
Claopodiella fluitans,Odontoschisma fluitans (Nees) L. Söderstr. & Vána,Stotler & Crandall-Stotler 2017
Odontoschisma macounii,Odontoschisma macounii (Austin) Underw.,Stotler & Crandall-Stotler 2017
Orthocaulis atlanticus,Orthocaulis atlanticus (Kaal.) H. Buch,Stotler & Crandall-Stotler 2017
Orthocaulis species,Orthocaulis H. Buch,Stotler & Crandall-Stotler 2017
Pellia neesiana,Pellia neesiana (Gottsche) Limpr.,Stotler & Crandall-Stotler 2017
Plagiochila arctica,Plagiochila arctica Bryhn & Kaal.,Stotler & Crandall-Stotler 2017
Plagiochila porelloides,Plagiochila porelloides (Torr. ex Nees) Lindenb.,Stotler & Crandall-Stotler 2017
Porella cordaeana,Porella cordaeana (Hübener) Moore,Stotler & Crandall-Stotler 2017
Ptilidium ciliare,Ptilidium ciliare (L.) Hampe,Stotler & Crandall-Stotler 2017
Ptilidium pulcherrimum,Ptilidium pulcherrimum (Weber) Vain.,Stotler & Crandall-Stotler 2017
Radula complanata,Radula complanata (L.) Dumort.,Stotler & Crandall-Stotler 2017
Radula prolifera,Radula prolifera S.W. Arnell,Stotler & Crandall-Stotler 2017
Ricciocarpus sp.,Ricciocarpos Corda,Stotler & Crandall-Stotler 2017
Saccobasis polita,Saccobasis polita (Nees) H. Buch,Stotler & Crandall-Stotler 2017
Scapania species,Scapania (Dumort.) Dumort.,Stotler & Crandall-Stotler 2017
Scapania,Scapania (Dumort.) Dumort.,Stotler & Crandall-Stotler 2017
Scapania crassiretis,Scapania crassiretis Bryhn,Stotler & Crandall-Stotler 2017
Scapania curta,Scapania curta (Mart.) Dumort.,Stotler & Crandall-Stotler 2017
Scapania gymnostomophila,Scapania gymnostomophila Kaal.,Stotler & Crandall-Stotler 2017
Scapania irrigua,Scapania irrigua (Nees) Nees,Stotler & Crandall-Stotler 2017
Scapania kaurinii,Scapania kaurinii Ryan,Stotler & Crandall-Stotler 2017
Scapania obcordata,Scapania obcordata (Berggr.) S.W. Arnell,Stotler & Crandall-Stotler 2017
Scapania paludicola,Scapania paludicola Loeske & Müll. Frib.,Stotler & Crandall-Stotler 2017
Scapania paludosa,Scapania paludosa (Müll. Frib.) Müll. Frib.,Stotler & Crandall-Stotler 2017
Scapania parvifolia,Scapania parviflora Warnst.,Stotler & Crandall-Stotler 2017
Scapania praetervisa,Scapania praetervisa Meyl.,Stotler & Crandall-Stotler 2017
Scapania scandica,Scapania scandica (Arnell & H. Buch) Macvicar,Stotler & Crandall-Stotler 2017
Scapania simmonsii,Scapania simmonsii Bryhn & Kaal.,Stotler & Crandall-Stotler 2017
Scapania spitsbergensis,Scapania spitsbergensis (Lindb.) Müll. Frib.,Stotler & Crandall-Stotler 2017
Scapania subalpina,Scapania subalpina (Nees ex Lindenb.) Dumort.,Stotler & Crandall-Stotler 2017
Scapania uliginosa,Scapania uliginosa (Lindenb.) Dumort.,Stotler & Crandall-Stotler 2017
Scapania zemliae,Scapania zemliae S.W. Arnell,Stotler & Crandall-Stotler 2017
Schistochilopsis hyperarctica,Schistochilopsis hyperarctica Konstant. & L. Söderstr.,Stotler & Crandall-Stotler 2017
Schistochilopsis incisa,Schistochilopsis incisa (Schrad.) Konstant.,Stotler & Crandall-Stotler 2017
Schistochilopsis opacifolia,Schistochilopsis incisa var. opacifolia (Culm. ex Meyl.) Bakalin,Stotler & Crandall-Stotler 2017
Schljakovia kunzeana,Schljakovia kunzeana (Hübener) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Orthocaulis kunzeanus,Schljakovia kunzeana (Hübener) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Schljakovianthus quadrilobus,Schljakovianthus quadrilobus (Lindb.) Konstant. & Vilnet,Stotler & Crandall-Stotler 2017
Solenostoma confertissimum,Solenostoma confertissimum (Nees) Schljakov,Stotler & Crandall-Stotler 2017
Plectocolea hyalina,Solenostoma hyalinum (Lyell) Mitt.,Stotler & Crandall-Stotler 2017
Plectocolea obovata,Solenostoma obovatum (Nees) C. Massal.,Stotler & Crandall-Stotler 2017
Sphenolobus minutus,Sphenolobus minutus (Schreb.) Berggr.,Stotler & Crandall-Stotler 2017
Anastrophyllum minutum,Sphenolobus minutus (Schreb.) Berggr.,Stotler & Crandall-Stotler 2017
Sphenolobus saxicola,Sphenolobus saxicola (Schrad.) Steph.,Stotler & Crandall-Stotler 2017
Tetralophozia setiformis,Tetralophozia setiformis (Ehrh.) Schljakov,Stotler & Crandall-Stotler 2017
Tritomaria quinquedentata,Tritomaria quinquedentata (Huds.) H. Buch,Stotler & Crandall-Stotler 2017
Tritomaria species,Tritomaria Schiffn. ex Loeske,Stotler & Crandall-Stotler 2017
Agrostis humilis,Podagrostis humilis (Vasey) Björkman,Sylvester et al. 2020
Kobresia sibirica,Carex borealipolaris S.R. Zhang,Waterway et al. 2015
Carex borealipolaris,Carex borealipolaris S.R. Zhang,Waterway et al. 2015
Kobresia myosuroides,Carex myosuroides Vill.,Waterway et al. 2015
Carex myosuroides,Carex myosuroides Vill.,Waterway et al. 2015
